"kelime","anlam"
"acip","acayip, tuhaf, şaşırtıcı"
"adem","hiçlik, yokluk"
"adem-i mutlak","sınırsız yokluk; bir daha geri gelmemek üzere her şeyiyle beraber yokluğa gitme"
"âlem-i cismani","maddî âlem"
"âlem-i ruhanî","maddî yapısı olmayan ve gözle görülemeyen ruh âlemi"
"âyet","Kur’ân’ın her bir cümlesi"
"azab-ı elîm","acı veren azap"
"ba’delmevt","ölümden sonra"
"beşâret","müjde, sevindirici haber"
"cehennem-i mâneviye","bu dünyadayken hissedilen manevî cehennem azabı"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"daimî","devamlı"
"ehl-i isyan","isyan edenler"
"elem","acı, keder, sıkıntı"
"firak","ayrılık"
"hadis-i kudsî","Mânası, Peygamberimiz'e (a.s.m.) vahy veya ilham edilen, ifade tarzı kendisinden olan kutsal söz"
"Hâlık-ı Rahmân ve Rahim","Rahmeti herşeyi kaplayan ve herbir varlıkta rahmet ve şefkati tecelli eden yaratıcı, Allah"
"hasıl olmak","meydana gelmek"
"İ’lem eyyühe’l-aziz","ey aziz kadreşim bil ki!"
"ilânat","ilânlar, duyurular"
"imâ","dolaylı olarak işarette bulunma, üstü kapalı bir şekilde belirtme"
"inkılâp","değişim"
"itikad","güçlü inanç"
"kâfir","Allah’ı veya Allah’ın kesin olarak bildirdiği şeylerden birini inkâr eden kimse"
"kalb etmek","dönüştürmek"
"kıyamet","dünyanın sonu, varlığın bozulup dağılması"
"küfür","Allah’ı veya Allah’ın kesin olarak bildiği herhangi bir şeyi inkâr etme"
"lâzım","gerekli"
"lika","kavuşma, buluşma; Cennet’te Allah ile buluşma"
"medhal","kapı, giriş"
"misal","aynadaki görüntü; bütün varlıkların ve olayların görüntülerinin yansıdığı madde ötesi âlem"
"mü’min","iman eden, Allah’a ve Onun gönderdiği şeylere inanan"
"nevi","çeşit, tür"
"rıza","memnuniyet"
"rücû","dönme, dönüş"
"rüyet","Cennet’te Allah’ın güzelliğini görme, seyretme"
"sarahat","açıklık"
"Sultan-ı Ezel ve Ebed","saltanatının başlangıcı ve sonu olmayan Sultan; hüküm ve saltanatı ezelden ebede devam eden Sultan, Allah"
"tazammun etmek","içermek, içine almak"
"tesellî","avutma, acısını dindirme"
"yakîn","kesin inanma"
"zan","şüphe, zannetmek, sanmak"
"zeval","geçip gitme, sona erme"
"zulümat","karanlıklar"
"addetmek","saymak"
"âlem-i beka","devamlı ve kalıcı olan âhiret âlemi"
"Aleyhissalâtü Vesselâm","Allah’ın salât ve selâmı onun üzerine olsun"
"ârif","irfan sahibi olan, bilen"
"âsi","isyankâr"
"beka","devamlılık ve kalıcılık, sonsuzluk"
"berâhin","güçlü deliller"
"binaenaleyh","bundan dolayı"
"burhan","güçlü delil, kanıt"
"Cehennem-i cismanî","cismen, bedenen yaşanacak olan cehennem azabı"
"cehennem-i mânevî","bu dünyadayken hissedilen mânevî cehennem azabı"
"cemal","güzellik"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"delâlet etmek","delil olmak, işaret etmek"
"derece-i rahmet","rahmet derecesi"
"enbiya","nebiler, peygamberler"
"esmâ","Allah’ın isimleri"
"evliya","Allah dostları velîler"
"Habib","sevgili; burada Peygamber Efendimiz (a.s.m.) kastedilmektedir"
"Habib-i Ekrem","Allah’ın en sevdiği şerefli kul olan Peygamber Efendimiz (a.s.m.)"
"hüsün","güzellik ve iyilik"
"i’lem eyyühe’l-aziz","ey aziz kardeşim bil ki!"
"ifrat","aşırılık"
"ifşa","yayma, duyurma"
"ilân","duyuru"
"imam","bir ilimde sözü delil kabul edilebilecek derecede derin ve geniş bilgi sahibi olan âlim"
"in’am","nimet verme"
"incirar","bir sona doğru çekilip dayanma"
"istikamet","doğru yolda olma"
"istilâ etmek","ele geçirmek"
"izhar","açığa çıkarma, gösterme"
"kabih","çirkin"
"kâfi","yeterli"
"kâfir","Allah’ı veya Allah’ın kesin olarak bildirdiği şeylerden birini inkâr eden kimse"
"kâinat","evren"
"kast","amaç, hedef"
"kemal","mükemellik, olgunluk"
"kerem","cömertlik, ikram"
"ketmetmek","söylemeyerek gizlemek, üstünü örtmek"
"kibir","gurur, kendini büyük görme"
"maadâ","başka, dışında, ötesinde"
"Mahbûb-u Ezelî","Ezelî Sevgili; bütün yaratılmışlar tarafından çok sevilen ve varlığı ezelî olan Allah"
"Mâlik-i Hakikî","herşeyin gerçek sahibi olan Allah"
"medâr-ı lezzet","lezzet kaynağı"
"mizan","ölçü, denge"
"mucib-i fahr","övünme sebebi"
"mü’min","iman eden, Allah’a ve Onun gönderdiği şeylere inanan"
"müberrâ","temiz, pâk"
"münezzeh","arınmış, kusur ve eksiklikten yüce"
"müracaat","başvurma"
"naks","eksiklik, noksanlık"
"nekais","eksiklikler, kusurlar"
"nihayet","son"
"nimet","iyilik, lütuf, ihsan"
"nisbeten","kıyasla, oranla"
"serâpâ","tepeden tırnağa, baştan başa"
"sıddıkîn","daima doğruluk üzere olan ve Allah’a ve peygambere bağlı yaşayan büyük insanlar"
"şehadet etmek","şahit olmak"
"tahdis-i nimet","ilâhi nimeti şükrederek anlatma"
"tazarruât","yakarışlar, niyazlar"
"tefrit","normalden aşağı olma"
"temâyüz","seçkin olma; başkalarından üstün olma"
"teşkil etmek","oluşturmak"
"tevazu","alçakgönüllülük"
"tezyin","süsleme, donatma"
"vecih","yön"
"vesile","araç, vasıta"
"a’mâl-i âhiret","âhirete ait işler"
"adem-i ihlâs","ihlâssızlık"
"âlem","dünya"
"amel","iş, fiil"
"cem etmek","toplamak"
"cihetle","yönle, şekille"
"dünyevî","dünya ile ilgili"
"eslem","en selâmetli, en güvenli"
"eşya-yı gaybiye","görünmeyen âleme ait olan varlıklar"
"evlâ","daha iyi"
"gaflet","âhirete, Allah’ın emir ve yasaklarına duyarsız davranma hâli, umursamazlık"
"hâmi","koruyucu"
"i’lem eyyühe’l-aziz","ey aziz kardeşim bil ki!"
"ibaret","meydana gelen, oluşan"
"içtimâ","toplanma"
"ihlâs","ibadet ve davranışlarda sadece Allah rızasını gözetme; samimiyet"
"iktidar","güç"
"illâ","aksi taktirde"
"inkişaf","açığa çıkma"
"istidraç","Allah tarafından günahkâr veya kâfir olan kişilere verilen olağanüstü hâl, fiil veya üstünlük"
"istinad","dayanma, güvenme"
"itâ","verme"
"izhar etmek","göstermek, açığa çıkarmak"
"kavî","güçlü, kuvvetli"
"keramet","Allah’ın bir ikramı olarak, Onun sevgili kullarında görünen olağanüstü hâl veya fiil"
"kibir","büyüklenme, kendini büyük görme"
"küfran","nankörlük, inkâr"
"lâkin","ama, fakat"
"mânen","mânevî olarak"
"mânevî","mânâya ait, maddî olmayan"
"memduh","övülmeye, takdire lâyık"
"mezmum","aşağılanmış, kınanmış"
"mu’cize","Allah tarafından verilip, yalnız peygamberlerin gösterebilecekleri olağanüstü harika şey"
"mübâyin","farklı; birbirinin zıddı"
"nâs","insanlar"
"nazaran","bakarak, –göre"
"nefis","kişinin kendisi"
"Rabb-i Nâs","insanların Rabbi"
"rakîb","kontrol eden, gözetleyen"
"semere","meyve"
"şerik","Allah’a ortak koşulan şey"
"şuur","bilinç, anlayış, idrak"
"tahdis-i nimet","ilâhi nimeti şükrederek anlatma"
"tahsin","beğenme, birşeyin güzelliğini ilân etme"
"tazammun etmek","içermek, içine almak"
"tevazu","alçakgönüllülük"
"tevekkül","Allah’a dayanma ve güvenme"
"tevzi edilmek","dağıtılmak"
"umur-u dîniye","dinin emirleri"
"vecih","yön"
"yakîn","şüphesizlik, kesin olarak inanma"
"zira","çünkü"
"amel","iş, fiil"
"bâtın","iç"
"cilve","görüntü, yansıma"
"ehl-i istidraç","kendilerine Allah tarafından bir takım olağanüstü hâl ve üstünlükler verilen günahkâr veya kâfir kişiler"
"ehl-i keramet","Allah’ın bir ikramı olarak kendilerine olağanüstü hâl ve fiiller verilen Allah’ın sevgili kulları"
"enaniyet","ben, benlik"
"âlem","dünya, evren"
"âlet","araç, vasıta"
"arz","dünya"
"azamet","büyüklük, yücelik"
"Azîm","büyük, yüce"
"bilâkis","aksine, tersine"
"câmid","cansız"
"câzibe","çekim gücü"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"cilve","görüntü, yansıma"
"Esmâ-i Hüsnâ","Allah’ın güzel isimleri"
"fâil","bir işi yapan; fiilin sahibi"
"Hâlık","herşeyi yaratan Allah"
"hararet","ısı, sıcaklık"
"hikmet","amaç, maksat"
"hükm-ü Kur’ânî","Kur’ân’a dayalı hüküm, önerme, ilim"
"i’lem eyyühe’l-aziz","ey aziz kardeşim bil ki!"
"istifade","faydalanma, yararlanma"
"kezâlik","bunun gibi, böylece, bu da böyle"
"kıymet","değer"
"kıymettar","değerli"
"Mâlik","herşeyin hakiki sahibi olan Allah"
"mânâ-yı harfî","harf mânâsı; bir şeyin kendisini değil de san’atkârını, ustasını, sahibini bildirip tanıtan mânâsı"
"mânâ-yı ismî","isim mânâsı; birşeyin bizzat kendisine bakan ve kendisini tanıtan mânâsı"
"medar","dayanak, eksen"
"medyun","borçlu"
"memlûk","kul, köle"
"merbut","bağlı"
"mesken","ev, konut"
"misafirhane","konuk evi"
"misal","örnek"
"musahhar","boyun eğen, emre uyan"
"mülk","sahip olunan şey, hükmedilen yer"
"münhasır","ait, mahsus"
"müstakil-i bizzat","kendi kendine; bağımsız"
"mütegayyir","değişen"
"nazar","bakış açısı"
"nisbet","kıyas, oran"
"Rahîm","her bir varlığa şefkat ve merhamet gösteren Allah"
"seyyarat","gezegenler"
"şems","güneş"
"talep etmek","istemek"
"tebârüz","belli olmak"
"ziyalandırmak","ışıklandırmak"
"envâ","çeşitler, türler"
"Esmâ-i Hüsnâ","Allah’ın güzel isimleri"
"eşya-yı gaybiye","görünmeyen âleme ait varlıklar"
"fâni","geçici"
"fenâ fillâh","Allah’ta fâni olmak, bütün benliğini Allah’a verme ve sadece Onu düşünme"
"fena","ölümlülük"
"gayr-ı mahdud","hudutsuz, sınırsız"
"havas","hisler, duygular"
"husul","meydana gelme"
"huzur","sürekli olarak Allah’ın huzurunda bulunduğunun bilinci içinde olma"
"i’lem eyyühe’l-aziz","ey aziz kardeşim bil ki!"
"ibâdât","ibadetler"
"ibaret","meydana gelen, oluşan"
"ihtiva etmek","içermek"
"iltibas","karıştırma"
"in’ikâs etmek","yansımak"
"inkişaf etmek","açığa çıkmak"
"inkişaf","açığa çıkma"
"insan-ı kâfir","Allah’ı inkâr eden insan"
"insan-ı mü’min","Allah’a inanan insan"
"isnad etmek","dayandırmak"
"istidraç","Allah tarafından günahkâr veya kâfir kişilere verilen bir takım olağanüstü hâl ve üstünlükler"
"istilzam etmek","gerektirmek"
"kâfi","yeterli"
"keza","bunun gibi"
"kıymet","değer"
"lâkin","ama, fakat"
"lâzım","gerekli"
"maadâ","başka, dışında, ötesinde"
"Mâbud-u Mutlak","ibadete lâyık tek varlık olan Allah"
"mahlûkat","yaratılmışlar, yaratıklar"
"mahsus","bir şeye has, özel"
"malûm","bilinen, belli"
"mânâ","anlam"
"mazhar olma","erişme"
"mürâî","gösterişçi, gösteriş meraklısı"
"nakış","işleme, süsleme"
"netice","sonuç"
"nisbet","kıyas, oran"
"niyet","bir işi yapmayı önceden düşünme, maksat"
"nuraniyet","nur özelliği, parlaklık"
"sâkıt","düşük"
"san’at-ı âliye","yüksek san’at"
"şuur","bilinç, anlayış, idrak"
"tabaka-i ûlâ","birinci tabaka"
"tasfiye-i nefis","nefsi arındırma, saflaştırma"
"tenevvür-ü kalb","kalbin nurlanması"
"tesbih","Allah’ı her türlü kusurdan yüce tutarak şanına lâyık ifadelerle anma"
"tesbihat","tesbihler"
"vecih","yön, taraf"
"zahir","dış, açık"
"zira","çünkü"
"zulümat","karanlıklar"
"acz","acizlik, güçsüzlük"
"âlem-i âhiret","âhiret âlemi, öteki dünya"
"âlem-i gayb","gayb âlemi, görünmeyen âlem"
"âlem-i İslâm","İslâm dünyası"
"âlem-i şehadet","görünen âlem"
"arz","yer, dünya"
"âyât-ı tekviniye","yaratılışa ait âyetler, deliller"
"belâgat-i nazmiye","dizilişe ait belâgat; şiirin düzgün, kusursuz, yerinde, hâlin ve makamın icabına göre söylenmesi"
"beyan","açıklama, izah"
"âyet-i kerime","Kur’ân’ın herbir cümlesi"
"ayn-ı hikmet","hikmetin kendisi"
"ayn-ı isabet","tam isabet, tam yerinde"
"belâgat","sözün düzgün, kusursuz, yerinde, hâlin ve makamın icabına göre söylenmesi"
"beşer","insan"
"beyan","açıklama, izah"
"bilhassa","özellikle"
"burhan","güçlü delil"
"celb etmek","çekmek"
"cihet","yön"
"dâvet","çağırma, çağrı"
"devâ","ilâç, çare"
"eczâhane-i Rahmâniye","Rahmân’ın eczanesi “Kur’ân müminler için rahmet ve şifadır”"
"esmâ","isimler"
"fünun","fenler, bilimler"
"gabî","anlayışı kıt, zekâsı az"
"gayr-ı zâhid","dünyanın zevk ve süslerine dalan ve kulluk görevini ihmal eden"
"hakikat","her bir şeyin aslı, gerçek"
"hikmet","ilim, irfan; her şeyin asıl gayesini ve faydasını gösteren ilim"
"hitâb-ı İlâhiye","Allah’ın sözü, konuşması"
"hitap","konuşma"
"husus","konu, madde"
"hüccet","kanıt, delil"
"hükmünde","birşeyle aynı hükmü taşımak"
"i’câz","mu’cize oluş, bir benzerini yapmakta başkalarını aciz bırakma"
"ibaret","meydana gelen, oluşan"
"ihtiva etmek","içermek"
"katre","damla"
"keza","bunun gibi"
"lâzım","gerekli"
"lem’a","parıltı"
"lüzûm","gerek, ihtiyaç"
"malûm","bilinen, belli"
"mazhar","erişme, nail olma; ayna"
"merhamet","şefkat, rahmet"
"merhamet-i İlâhiye","Allah’ın merhameti, rahmeti"
"müyesser","kolaylaştırılmış, kolay gelen nasip"
"nazaran","bakarak, –göre"
"nev-i beşer","insanlar, insanlık türü"
"nisbet","kıyas, oran"
"suhulet","kolaylık"
"sûre","Kur’ân-ı Kerimin ayrıldığı 114 bölümden her biri"
"şakî","haydut, yol kesici; mutsuz, günahkâr"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi"
"şuûnat","Cenâb-ı Hakkın yüce sıfatlarının mahiyetlerinde bulunan ve onları tecelliye sevk eden Zâtına ait mukaddes nitelikler, özellikler"
"tabakat","tabakalar"
"takî","Allah’tan korkan, emir ve yasaklarını gözeten"
"takrir","yerleştirme, sağlamlaştırma"
"tekid","vurgu, sağlamlaştırma, kuvvetlendirme"
"tekrarat-ı Kur’âniye","Kur’ân’daki tekrarlar; Kur’ân’da tekrar edilen bazı kıssa ve âyetler"
"tenvir etmek","aydınlatmak, nurlandırmak"
"ulûm","ilimler"
"vukua gelme","gerçekleşme"
"zâhid","dünya zevklerinden ve süslerinden uzak durup ibadet ve takvâ içinde yaşayan"
"zahiren","dış görünüş itibariyle"
"zımnında","içinde"
"zikir","Allah’ı anma"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"define","hazine"
"delil","kanıt"
"ehl-i tahkik","gerçeği araştıran ve delilleriyle bilen âlimler"
"eser","emek sonucu ortaya konan ürün"
"esmâ-i hüsnâ","Allah’ın güzel isimleri"
"Hâlık-ı Arz ve Semâvât","gökleri ve yeri yaratan Allah"
"ıslâh","düzeltme, iyileştirme"
"i’câz","mu’cize oluş, bir benzerini yapmakta başkalarını aciz bırakma"
"iblâğ edilmek","belli bir seviyeye ulaştırılmak, çıkarılmak"
"inzâl etme","indirme, Peygambere (a.s.m.) gönderme"
"ispat","kanıt göstererek birşeyin gerçek yönünü ortaya çıkarma"
"İşârâtü’l-İ’câz","Kur’ân’ın mu’cizeliğine dair Üstad Bediüzzaman’ın yazdığı bir tefsir"
"iştah","istek, arzu"
"kâinat","evren"
"katre","damla"
"keşşaf","bilinmeyen bir şeyi keşeden, buluş yapan, ortaya çıkaran"
"kitab-ı âlem","âlem kitabı, kâinat"
"Lemeat","parıltılar; 1921 yılında Telif edilen ve bazı Nur risalelerinin özetleri hükmünde olan bir eserdir, Sözler’in sonuna konulmuştur"
"lisan","dil"
"makam","derece"
"mûcize-i kübra","büyük mu’cize; burada Kur’ân kastedilmektedir"
"müstetir","gizli, örtülü"
"nâm","ad, isim"
"nev-i beşer","insanlar, insanlık türü"
"Nübüvvet-i Ahmediye","Hz. Muhammed’in (a.s.m.) peygamberliği"
"reşha","sızıntı, damla"
"semâvat","gökler"
"sıfât","nitelikler, özellikler"
"şems","güneş"
"şuâ","ışın, güçlü ışık huzmesi"
"Şuâat","ışınlar, ışık hüzmeleri; Hz. Muhammed’in (a.s.m.) peygamberliğinin isbatına dair bir eser olup, 1921 yılında Üstad Said Nursî tarafından telif edilmiştir"
"tâdât","sayma"
"tahdit","sınırlama"
"tasnif","sınıflandırma, ayırma"
"tavsiye etmek","bir şeyin yapılmasını veya yapılmamasını öğütlemek"
"tazammun etmek","içermek, içine almak"
"tefsir","açıklama, yorum"
"terbiye","belli bir amaca erişecek şekilde geliştirme, olgunlaştırma"
"tercüman","çeviren, çevirici"
"tercüme-i ezeliye","ezelden gelen tercüme"
"vecih","yön, taraf"
"vücuh-u i’câz","mu’cizelik yönleri"
"zât","bir kimsenin kendisi"
"âyet-i kerime","Kur’ân’ın herbir cümlesi"
"ayn-ı hikmet","hikmetin kendisi"
"ayn-ı isabet","tam isabet, tam yerinde"
"belâgat","sözün düzgün, kusursuz, yerinde, hâlin ve makamın icabına göre söylenmesi"
"beşer","insan"
"beyan","açıklama, izah"
"bilhassa","özellikle"
"burhan","güçlü delil"
"celb etmek","çekmek"
"cihet","yön"
"dâvet","çağırma, çağrı"
"devâ","ilâç, çare"
"eczâhane-i Rahmâniye","Rahmân’ın eczanesi “Kur’ân müminler için rahmet ve şifadır”"
"esmâ","isimler"
"fünun","fenler, bilimler"
"gabî","anlayışı kıt, zekâsı az"
"gayr-ı zâhid","dünyanın zevk ve süslerine dalan ve kulluk görevini ihmal eden"
"hakikat","her bir şeyin aslı, gerçek"
"hikmet","ilim, irfan; her şeyin asıl gayesini ve faydasını gösteren ilim"
"hitâb-ı İlâhiye","Allah’ın sözü, konuşması"
"hitap","konuşma"
"husus","konu, madde"
"hüccet","kanıt, delil"
"hükmünde","birşeyle aynı hükmü taşımak"
"i’câz","mu’cize oluş, bir benzerini yapmakta başkalarını aciz bırakma"
"ibaret","meydana gelen, oluşan"
"ihtiva etmek","içermek"
"katre","damla"
"keza","bunun gibi"
"lâzım","gerekli"
"lem’a","parıltı"
"lüzûm","gerek, ihtiyaç"
"malûm","bilinen, belli"
"mazhar","erişme, nail olma; ayna"
"merhamet","şefkat, rahmet"
"merhamet-i İlâhiye","Allah’ın merhameti, rahmeti"
"müyesser","kolaylaştırılmış, kolay gelen nasip"
"nazaran","bakarak, –göre"
"nev-i beşer","insanlar, insanlık türü"
"nisbet","kıyas, oran"
"suhulet","kolaylık"
"sûre","Kur’ân-ı Kerimin ayrıldığı 114 bölümden her biri"
"şakî","haydut, yol kesici; mutsuz, günahkâr"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi"
"şuûnat","Cenâb-ı Hakkın yüce sıfatlarının mahiyetlerinde bulunan ve onları tecelliye sevk eden Zâtına ait mukaddes nitelikler, özellikler"
"tabakat","tabakalar"
"takî","Allah’tan korkan, emir ve yasaklarını gözeten"
"takrir","yerleştirme, sağlamlaştırma"
"tekid","vurgu, sağlamlaştırma, kuvvetlendirme"
"tekrarat-ı Kur’âniye","Kur’ân’daki tekrarlar; Kur’ân’da tekrar edilen bazı kıssa ve âyetler"
"tenvir etmek","aydınlatmak, nurlandırmak"
"ulûm","ilimler"
"vukua gelme","gerçekleşme"
"zâhid","dünya zevklerinden ve süslerinden uzak durup ibadet ve takvâ içinde yaşayan"
"zahiren","dış görünüş itibariyle"
"zımnında","içinde"
"zikir","Allah’ı anma"
"alelekser","çoğunlukla, genellikle"
"âyet","Kur’ân’ın her bir cümlesi"
"bahsetmek","bir konu üzerinde söz söylemek, konuşmak"
"bâtın","görünmeyen taraf"
"besmele","Bismillahirrahmanirrahim’in kısaltılmış ifadesi"
"beşer","insanoğlu"
"binaenaleyh","bundan dolayı"
"cismanî","bedenle ilgili"
"din-i azîm","büyük din"
"efkâr","fikirler"
"erkân","rükünler, esaslar"
"esas","temel"
"esasat","esaslar, prensipler"
"hâcet","ihtiyaç"
"had","sınır, kapsam"
"hakaik","hakikatler, gerçekler"
"hâkezâ","böylece, bunun gibi"
"hakikat","gerçek"
"hâlî","hâl ile"
"hararet","ısı, sıcaklık"
"hüküm","karar"
"içtimaat-ı beşeriye","insanlığın toplum hayatı"
"ihtilâf","farklı farklı olma"
"itibarla","özellikle"
"kâlî","sözle"
"keza","bunun gibi"
"kezâlik","bunun gibi, böylece"
"kıssa","ibretli hikâye"
"Lâ ilâhe illallâh","Allah’tan başka ilâh yoktur"
"malûm","bilinen, belli"
"mânevi","mânâya ait, maddî olmayan"
"mârifet","Allah’ı tanıma, bilme"
"mesâil","meseleler"
"metin","sağlam, kuvvetli"
"muayyen","belirlenmiş, kararlaştırılmış"
"muhtelif","çeşitli"
"muttala’","anlam çerçevesi"
"müessis","tesis edici, kurucu"
"münasip","uygun"
"mürşid-i mucîb","sorulara cevap verip irşad eden, aydınlatıcı cevap veren"
"mütefavit","çeşitli, farklı farklı"
"sual","soru"
"suver-i muhtelife","çeşitli sûreler"
"tahrik etmek","harekete geçirmek"
"takarrur etmek","karar kılmak, sağlamca yerleşmek"
"takrir","yerleştirme, sağlamlaştırma"
"tebdil etmek","değiştirmek"
"tebeddül etmek","değişmek"
"tekerrür etme","tekrarlanma"
"tesbit","sağlam şekilde yerleştirme"
"tesis etmek","kurmak"
"umumî","genel"
"üslûp","ifade ve söyleşi tarzı"
"vaz etmek","koymak"
"vecih","yön, taraf"
"zahir","açık, görünen"
"zahiren","dış görünüş itibariyle"
"zât","kişi, kimse"
"zikredilmek","anılmak, belirtilmek"
"ziya","ışık"
"arz","yer, dünya"
"azamet","büyüklük, yücelik"
"bahsetmek","bir konu üzerinde söz söylemek, konuşmak"
"beyan","açıklama, izah"
"beyanat","açıklamalar, izahlar"
"cemil","güzel"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"cumhur","çoğunluk"
"delil","kanıt"
"derece-i fehim","anlayış derecesi"
"derece-i i’câz","mu’cizelik derecesi"
"ecram","gök cisimleri"
"ekalliyet","azınlık"
"ekser","çoğunluk"
"ekseriyet","çoğunluk"
"fehim","anlayış, kavrayış"
"fehmetmek","anlamak"
"felsefî","felsefeyle ilgili, felsefeye ait"
"fen","bilim"
"fenci","bilimle uğraşan"
"hafî","gizli"
"hakikat","asıl, gerçek"
"Hakk","doğru, gerçek. Cenâb-ı Allah’ın ismi"
"Hâlık","herşeyi yaratan Allah"
"hidayet","doğru ve hak olan yol, İslâmiyet"
"hikmet","eşyanın faydalarını gösteren ilim"
"icab","gerektirme, lüzum"
"icmal","özet"
"ihmal","önemsememe, terk etme"
"inkâr","reddetme, kabul etmeme"
"ipham","gizleme, üstü kapalı bırakma"
"irşad","doğru yolu gösterme, uyarma"
"istidlâl","delil getirme, akıl yürütme"
"istihdam etmek","çalıştırmak, kullanmak"
"istitradî","asıl konunun dışında söz gelişi anlatılan başka bir konu"
"kâinat","evren"
"kasır","eksik, noksan"
"katre","damla"
"maahaza","bununla beraber, bununla birlikte"
"mahiyet","bir şeyin aslı, öz nitelik, özellik"
"mahrum","yoksun"
"mahrumiyet","yoksun kalma"
"mâkûse","ters"
"malûm","bilinen, belli"
"mânâ-yı harfî","harf gibi; birşeyin kendisini değil de san’atkârını, ustasını, sahibini bildirip tanıtan mânâsı"
"mânâ-yı ismî","isim gibi; bir şeyin bizzat kendisine bakan ve kendisini tanıtan mânâsı"
"mesâil-i kevniye","yaratılışla ilgili meseleler"
"mevcudat","var edilenler, varlıklar"
"müddeâ","iddia edilen şey"
"müphem","kapalı"
"mürâât","gözetme, koruma"
"nazara almak","göz önünde bulundurmak"
"nâzil olmak","inmek"
"neş’et etmek","çıkmak, yetişmek"
"nükte","ince anlam"
"sıfât","nitelikler, özellikler"
"süflî","alçak, küçük"
"sükûn","hareketsiz durma, sabit olma"
"şems","güneş"
"tebeî","başka birşeye tabi olan, ikinci derecede"
"udûl","ayrılma, yoldan çıkma, sapma, vazgeçme"
"ulvî","yüksek, büyük"
"zahir","açık, görünen"
"zât","kendi"
"zehab","yanlış düşünce, zihnen bir yola sapmak"
"zımn","iç"
"âciz","güçsüz, elinden bir şey gelmeyen"
"ahval","haller"
"âlem","dünya, evren"
"âmme","umum"
"avâm","halk tabakası, sıradan insanlar"
"ayn-ı hikmet","hikmetin kendisi"
"ayn-ı isabet","doğruluğun kendisi"
"azamet-i kudret","Allah’ın kudretinin büyüklüğü"
"bedihî","açık, aşikâr"
"belâgat","sözün düzgün, kusursuz, hâlin ve makamın icabına göre söylenmesi"
"belâgât-ı irşadiye","doğru yolu göstermek için sözün muhataba ve amaca uygun olarak söylenmesi"
"beliğ","maksada en uygun olan"
"binaenaleyh","bundan dolayı"
"bizâtihâ","kendileri için"
"cumhur","çoğunluk"
"efkâr-ı âmme","halkın fikir ve düşünceleri, kamuoyu"
"ekseriyet","çoğunluk"
"fehim","anlayış, kavrayış"
"fen","bilim"
"fenci","bilimle uğraşan, bilim adamı"
"Hâlık","herşeyi yaratan Allah"
"hilkat","yaratılış"
"hitab","konuşma"
"hitap etmek","konuşmak"
"ibraz etmek","göstermek"
"icab","gerektirme, lüzum"
"icbar","zorlama"
"icmâl","özet, kısaltılmış"
"ihmal","önemsememe, göz ardı etme"
"ihtiva etmek","içermek"
"ika","düşürme"
"imtinâ","çekinme, yapmama"
"ipham","gizleme, üstü kapalı bırakma"
"irşad","doğru yolu gösterme"
"itibar","özellik"
"itibarla","özellikle"
"kâinat","evren"
"keza","bunun gibi"
"lâzım","gerekli"
"mâhiyet","öz nitelik, özellik"
"mârifet","Allah’ı tanıma, bilme"
"mâruf","bilinen, tanınmış, belli, meşhur"
"maslahat-ı âmme","herkesin faydası"
"melûl","usanmış"
"menfaat-i umumiye","herkesin yararı, umumun menfaati"
"meşhud","görünen, bilinen"
"mevcudat","var edilenler, varlıklar"
"mihver","eksen, yörünge"
"mugalâta","demagoji; aldatmak maksadıyla yanlış sözler söyleme"
"muhtasar","kısa, özet"
"mücmel","kısa, kısaca"
"mükâbere","büyüklük taslayarak bile bile doğruyu kabul etmeme, inkâr etme"
"mürâat etmek","gözetmek"
"nazar","bakış, bakış açısı, düşünce"
"nazara almak","göz önünde bulundurmak"
"nazaran","bakarak, –göre"
"nâzır","bakan"
"nizam","düzen"
"rabian","dördüncü olarak"
"salisen","üçüncü olarak"
"saniyen","ikinci olarak"
"sehl","kolay"
"şe’n","bir şeye ait ve lâyık olan şey; belirleyici nitelik"
"şems","güneş"
"tafsil","ayrıntı"
"tafsilât","ayrıntılar"
"tağyir","değiştirme"
"tahkikî","delillerle doğrulanmış, araştırmaya dayanan şekilde"
"taklit","hakikatini araştırmadan kabul etme"
"tenvir etmek","aydınlatmak, ışıklandırmak"
"tenvir","aydınlatma"
"tevahhuş","korkma, ürküntü"
"vazife-i asliye","asıl görev"
"zahir","açık, görünen"
"adalet","hak sahibine hakkını verme, haksızı terbiye etme ve cezalandırma"
"âlem","dünya, evren"
"anâsır-ı asliye","temel unsurlar, ana maddeler"
"arz","yer, dünya"
"avâm","halk tabakası, sıradan insanlar"
"azamet-i saltanat","egemenliğin büyüklüğü"
"bâb","bölüm, kısım"
"câmid","cansız, katı"
